index,critical_temp
275,54.1
276,54.1
277,4.3
278,34.0
279,21.4
280,19.5
281,19.5
282,21.16842105263158
283,19.5
284,77.71111111111112
285,91.11250000000001
286,91.05
287,20.0
288,25.150000000000002
289,71.11428571428571
290,71.11428571428571
291,98.0
292,78.40357142857144
293,15.0
294,26.0
295,118.85714285714286
296,69.0
297,10.0
298,79.5
299,26.0
300,26.46666666666667
301,36.50586206896552
302,52.6
303,103.0
304,103.0
305,92.6
306,43.28333333333333
307,40.5
308,25.0
309,43.28333333333333
310,78.56666666666666
311,44.0
312,4.3
313,15.5
314,88.3
315,76.01379310344826
316,21.8
317,93.9
318,70.3
319,15.5
320,76.01379310344826
321,60.166666666666664
322,79.5
323,75.63
324,91.59117647058825
325,38.8
326,83.3
327,18.433333333333334
328,16.925
329,26.936666666666667
330,82.65279999999998
331,22.7
332,36.50586206896552
333,11.6
334,15.0
335,31.75
336,22.3
337,21.0
338,32.17
339,4.4
340,19.0
341,21.1
342,16.5
343,9.1
344,78.56666666666666
345,36.0
346,63.4
347,50.6
348,70.8
349,43.9
350,43.9
351,85.0
352,52.15
353,73.75000000000001
354,82.65279999999998
355,84.3
356,86.0
357,86.0
358,37.0
359,94.0
360,94.0
361,86.85311764705878
362,30.0
363,45.0
364,77.36666666666666
365,9.1
366,12.0
367,30.05
368,37.699999999999996
369,35.666666666666664
370,86.85311764705878
371,17.2
372,17.1
373,69.5
374,20.25
375,28.0
376,28.0
377,18.1
378,90.70894736842105
379,33.8
380,66.7
381,13.4
382,82.0
383,40.0
384,74.0
385,75.0
386,8.2
387,8.2
388,13.9
389,15.5
390,52.00344827586206
391,27.475
392,23.05
393,85.4
394,21.55625
395,77.9426
396,109.0
397,109.0
398,28.5
399,24.0
400,72.5
401,70.6
402,70.6
403,55.0
404,15.316666666666668
405,68.05
406,105.8
407,29.504166666666666
408,15.0
409,105.5
410,24.5
411,31.5
412,86.0
413,46.5
414,91.56666666666666
415,36.0
416,91.59117647058825
417,30.3
418,31.1
419,87.05
420,26.225
421,91.4
422,92.11
423,64.4
424,17.4
425,20.0
426,76.01379310344826
427,50.4
428,31.0
429,30.0
430,38.6
431,52.00344827586206
432,52.00344827586206
433,89.4
434,60.0
435,22.48
436,54.0
437,27.0
438,71.66666666666667
439,90.0
440,90.0
441,90.0
442,22.0
443,81.4
444,64.0
445,18.0
446,2.1
447,77.9426
448,47.0
449,79.0
450,30.0
451,79.0
452,68.6
453,18.0
454,21.2
455,25.2
456,78.0
457,76.0
458,21.5
459,81.0
460,37.8
461,24.0
462,82.3
463,53.0
464,53.0
465,79.45
466,38.8
467,50.0
468,57.9
469,12.5
470,37.0
471,55.0
472,37.0
473,24.0
474,24.0
475,24.0
476,43.0
477,13.0
478,34.0
479,37.0
480,38.0
481,27.0
482,81.5
483,28.1
484,76.0
485,34.8
486,52.0
487,18.433333333333334
488,26.0
489,29.8
490,115.28571428571429
491,74.3
492,74.4
493,74.3
494,27.0
495,27.0
496,77.9426
497,28.0
498,80.0
499,84.0
500,47.0
501,27.586000000000002
502,59.20444444444445
503,22.25
504,37.6
505,91.4
506,64.0
507,68.8
508,65.0
509,65.66666666666667
510,55.0
511,91.4
512,90.70894736842105
513,39.5
514,22.25
515,26.46666666666667
516,85.946
517,29.504166666666666
518,20.0
519,20.0
520,21.0
521,68.5
522,26.936666666666667
523,86.85311764705878
524,58.95
525,40.6
526,15.95
527,66.2
528,66.2
529,26.936666666666667
530,18.033333333333335
531,18.033333333333335
532,30.25
533,92.0
534,92.0
535,17.4
536,7.9
537,106.0
538,116.275
539,21.16842105263158
540,86.85311764705878
541,31.0
542,77.9426
543,107.5
544,86.85311764705878
545,76.01379310344826
546,110.5
547,85.2
548,35.0
549,35.0
550,25.0
551,70.0
552,73.5
553,51.0
554,64.0
555,87.0
556,85.0
557,79.0
558,31.0
559,107.6
560,97.1
561,97.6
562,20.0
563,79.1
564,92.0
565,79.5
566,83.80000000000001
567,69.3
568,50.2
569,42.0
570,29.0
571,83.3
572,78.0
573,86.0
574,95.5
575,109.5
576,72.85
577,82.0
578,75.18
579,36.5
580,15.5
581,84.5
582,20.2
583,53.0
584,20.0
585,116.60000000000001
586,90.7
587,81.0
588,66.0
589,74.63684210526316
590,74.63684210526316
591,30.45
592,71.03333333333333
593,24.5
594,58.0
595,72.25
596,54.0
597,80.0
598,80.0
599,16.8
600,26.0
601,20.4
602,16.8
603,21.419999999999998
604,78.0
605,85.5
606,39.0
607,75.0
608,15.5
609,15.316666666666668
610,8.5
611,89.5
612,93.6
613,99.0
614,12.0
615,38.6
616,30.0
617,30.0
618,72.0
619,17.6375
620,20.0
621,65.7
622,33.1
623,27.0
624,27.1
625,10.21
626,10.21
627,22.0
628,70.3
629,14.4
630,26.4
631,26.936666666666667
632,6.75
633,7.9
634,11.5
635,29.0
636,23.4
637,110.0
638,30.0
639,60.0
640,71.0
641,119.0
642,89.8
643,80.6
644,62.0
645,53.1
646,80.3
647,55.0
648,6.1433333333333335
649,6.1433333333333335
650,37.0
651,64.6
652,29.03333333333333
653,23.6
654,19.566666666666666
655,21.55625
656,51.75
657,93.0
658,85.0
659,25.8
660,36.949999999999996
661,21.16842105263158
662,62.0
663,79.0
664,79.0
665,105.5
666,8.7
667,91.5
668,56.5
669,86.0
670,59.7
671,60.0
672,93.9
673,59.0
674,60.43333333333334
675,16.0
676,80.0
677,89.6
678,30.3
679,79.5
680,54.0
681,80.1
682,24.0
683,13.2
684,116.88888888888889
685,78.0
686,78.0
687,58.0
688,72.0
689,36.0
690,119.6
691,36.50586206896552
692,100.0
693,110.0
694,82.0
695,78.0
696,78.0
697,90.15
698,26.0
699,75.1
700,33.9
701,116.0
702,60.0
703,28.5
704,8.0
705,75.0
706,63.6
707,63.6
708,19.5
709,126.15384615384616
710,126.0
711,123.5
712,82.0
713,85.6125
714,84.0
715,81.8
716,70.25
717,85.0
718,128.0
719,128.0
720,44.0
721,74.0
722,68.0
723,50.0
724,85.0
725,12.0
726,92.0
727,128.0
728,118.0
729,110.0
730,120.0
731,95.0
732,86.85311764705878
733,106.0
734,121.0
735,103.0
736,104.44
737,25.0
738,63.1
739,43.0
740,30.0
741,55.2
742,64.0
743,66.0
744,69.5
745,107.6
746,116.0
747,60.0
748,92.0
749,26.1
750,77.9426
751,74.0
752,36.0
753,37.5
754,34.0
755,70.15
756,40.5
757,30.1
758,73.3
759,46.5
760,73.0
761,100.0
762,56.7
763,53.0
764,74.1
765,2.5
766,30.0
767,82.0
768,23.0
769,23.0
770,57.1
771,35.0
772,31.9
773,77.0
774,82.0
775,77.9426
776,69.75
777,65.5
778,90.71166666666666
779,80.37857142857142
780,46.1
781,25.1
782,24.8
783,80.0
784,51.0
785,67.0
786,44.7
787,110.0
788,109.0
789,34.85
790,72.0
791,77.0
792,24.0
793,80.2
794,75.0
795,53.0
796,73.0
797,90.5
798,76.01379310344826
799,83.66666666666667
800,94.1
801,133.0
802,133.0
803,74.0
804,67.0
805,58.0
806,47.0
807,79.0
808,5.75
809,110.0
810,41.0
811,104.95
812,118.85714285714286
813,105.0
814,105.0
815,35.2
816,92.5
817,49.0
818,43.8
819,91.7
820,91.0
821,69.2
822,68.05
823,82.65279999999998
824,43.9
825,82.65279999999998
826,80.8
827,90.0
828,78.56666666666666
829,91.7
830,91.7
831,6.8
832,58.175
833,74.35000000000001
834,32.24
835,69.3
836,61.3
837,69.3
838,69.3
839,50.0
840,78.5
841,78.5
842,68.26666666666667
843,40.3
844,85.4
845,85.4
846,28.1
847,82.6
848,80.5
849,67.0
850,38.0
851,79.5
852,54.3
853,70.15
854,67.58333333333333
855,77.0
856,82.0
857,78.0
858,78.0
859,82.5
860,82.0
861,36.0
862,78.5
863,65.0
864,25.6
865,78.5
866,43.8
867,41.0
868,43.28333333333333
869,73.45
870,40.5
871,71.9
872,62.650000000000006
873,79.0
874,55.0
875,83.6
876,130.0
877,83.0
878,83.0
879,82.0
880,88.4
881,71.6
882,71.0
883,71.0
884,66.55
885,90.37500000000001
886,70.0
887,55.0
888,10.0
889,51.7
890,15.0
891,36.3
892,21.6
893,16.8
894,133.0
895,69.4
896,89.5
897,49.0
898,81.8
899,41.0
900,23.0
901,40.0
902,23.0
903,73.9
904,82.0
905,63.0
906,52.36
907,39.25
908,19.633333333333336
909,75.1
910,86.0
911,30.6
912,25.8
913,37.6
914,70.8
915,72.0
916,74.0
917,74.0
918,27.0
919,77.0
920,81.5
921,73.9
922,26.5
923,57.5
924,116.66666666666667
925,16.0
926,90.5
927,73.8
928,73.8
929,57.0
930,37.75
931,73.8
932,73.8
933,34.9
934,55.8
935,73.75000000000001
936,109.0
937,109.0
938,57.5
939,102.0
940,76.01379310344826
941,84.15
942,84.95
943,82.65279999999998
944,41.0
945,94.0
946,102.5
947,79.5
948,79.3
949,80.0
950,80.0
951,80.0
952,67.0
953,67.0
954,62.0
955,46.0
956,35.0
957,20.0
958,73.0
959,18.0
960,7.0
961,16.8
962,90.3875
963,91.0
964,20.5
965,60.0
966,116.88888888888889
967,126.15384615384616
968,30.7
969,4.3
970,22.1
971,14.0
972,31.0
973,27.586000000000002
974,41.0
975,26.5
976,108.5
977,70.4
978,82.5
979,87.0
980,80.6
981,65.0
982,55.2
983,85.0
984,65.0
985,46.0
986,71.0
987,65.66666666666667
988,44.0
989,73.0
990,89.0
991,37.0
992,48.5
993,77.9426
994,31.5
995,69.2
996,41.2
997,92.11
998,41.0
999,30.0
1000,30.0
1001,78.40357142857144
1002,11.533333333333333
1003,34.3
1004,11.9
1005,34.0
1006,50.975
1007,80.0
1008,86.0
1009,23.5
1010,90.70894736842105
1011,110.0
1012,7.8
1013,11.3
1014,41.0
1015,52.0
1016,54.0
1017,34.0
1018,56.5
1019,52.0
1020,108.34
1021,112.0
1022,30.0
1023,68.1
1024,68.1
1025,29.35
1026,44.0
1027,44.0
1028,41.65
1029,41.0
1030,80.0
1031,88.93333333333332
1032,89.2
1033,65.1
1034,86.0
1035,80.0
1036,16.0
1037,60.6
1038,89.8
1039,88.1
1040,59.8
1041,66.5
1042,11.3
1043,82.65279999999998
1044,61.9
1045,66.0
1046,85.0
1047,90.9
1048,132.57999999999998
1049,132.57999999999998
1050,22.0
1051,25.1
1052,31.9
1053,25.0
1054,25.2
1055,31.9
1056,25.2
1057,34.9
1058,25.2
1059,48.3
1060,47.0
1061,64.3
1062,51.0
1063,67.5
1064,53.0
1065,53.0
1066,49.0
1067,49.0
1068,63.0
1069,70.0
1070,32.2
1071,30.0
1072,78.0
1073,79.0
1074,25.0
1075,62.650000000000006
1076,30.0
1077,135.4
1078,55.2
1079,53.0
1080,69.0
1081,47.0
1082,86.9
1083,47.0
1084,35.0
1085,35.0
1086,65.0
1087,86.5
1088,92.0
1089,102.0
1090,88.93333333333332
1091,87.8
1092,87.8
1093,100.0
1094,81.01666666666667
1095,81.01666666666667
1096,28.537499999999998
1097,22.0
1098,75.63
1099,68.0
1100,83.0
1101,83.0
1102,25.6
1103,57.0
1104,49.4
1105,31.4
1106,21.0
1107,19.619999999999997
1108,82.5
1109,68.1
1110,70.0
1111,70.0
1112,40.0
1113,28.537499999999998
1114,87.5
1115,87.5
1116,68.05
1117,69.5
1118,23.0
1119,31.1
1120,31.1
1121,38.0
1122,82.65279999999998
1123,56.5
1124,19.619999999999997
1125,95.0
1126,95.0
1127,126.15384615384616
1128,120.32857142857142
1129,123.5
1130,70.3
1131,30.3
1132,25.8
1133,80.7
1134,80.0
1135,79.0
1136,108.0
1137,33.0
1138,31.5
1139,21.0
1140,92.0
1141,96.1
1142,88.0
1143,76.0
1144,106.0
1145,73.0
1146,95.0
1147,110.0
1148,40.0
1149,81.3
1150,70.3
1151,77.0
1152,58.0
1153,83.3
1154,84.6
1155,85.0
1156,77.83333333333333
1157,82.7
1158,81.5
1159,75.1
1160,85.8
1161,44.1
1162,75.0
1163,85.0
1164,88.875
1165,90.5
1166,85.0
1167,85.0
1168,88.4
1169,78.0
1170,78.0
1171,77.9426
1172,83.10000000000001
1173,35.0
1174,55.0
1175,40.87
1176,12.799999999999999
1177,56.163333333333334
1178,98.0
1179,36.6
1180,23.6
1181,101.5
1182,77.9426
1183,64.4
1184,63.3
1185,84.0
1186,40.0
1187,40.0
1188,40.0
1189,64.0
1190,81.01666666666667
1191,125.0
1192,125.0
1193,76.01379310344826
1194,90.71166666666666
1195,116.88888888888889
1196,76.0
1197,65.9
1198,44.3
1199,44.3
1200,44.3
1201,77.0
1202,73.0
1203,63.65
1204,25.0
1205,83.3
1206,42.0
1207,36.50586206896552
1208,40.0
1209,15.0
1210,19.1
1211,17.3
1212,13.0
1213,13.0
1214,99.0
1215,87.5
1216,89.6
1217,87.6
1218,58.5
1219,34.5
1220,29.0
1221,20.7
1222,32.0
1223,25.071428571428573
1224,37.6
1225,68.6
1226,21.8
1227,33.9
1228,73.75000000000001
1229,81.67666666666666
1230,4.0
1231,34.3
1232,48.3
1233,10.6
1234,38.8
1235,38.8
1236,57.5
1237,23.05
1238,24.2
1239,15.0
1240,11.0
1241,9.95
1242,40.0
1243,40.0
1244,99.0
1245,74.0
1246,86.85311764705878
1247,12.2
1248,11.406
1249,21.657142857142855
1250,83.6
1251,26.0
1252,96.3
1253,24.6
1254,30.45
1255,48.839999999999996
1256,36.50586206896552
1257,29.0
1258,89.10000000000001
1259,88.9
1260,88.9
1261,88.9
1262,48.839999999999996
1263,94.0
1264,45.0
1265,48.05
1266,39.7
1267,5.1
1268,34.300000000000004
1269,69.0
1270,73.0
1271,37.75
1272,28.4
1273,17.6375
1274,22.5
1275,74.0
1276,90.0
1277,78.0
1278,83.3
1279,75.18
1280,52.00344827586206
1281,90.70894736842105
1282,86.0
1283,94.0
1284,51.75
1285,94.0
1286,86.0
1287,64.4
1288,15.0
1289,79.0
1290,75.0
1291,25.0
1292,78.0
1293,108.0
1294,78.40357142857144
1295,80.85
1296,78.40357142857144
1297,1.1480000000000001
1298,75.0
1299,79.0
1300,50.0
1301,86.0
1302,35.0
1303,42.0
1304,79.0
1305,73.05
1306,20.5
1307,59.26666666666667
1308,40.0
1309,21.0
1310,55.0
1311,85.2
1312,44.5
1313,41.15
1314,47.5
1315,6.3
1316,33.9
1317,8.1
1318,107.83333333333333
1319,93.8
1320,93.6
1321,23.0
1322,76.01379310344826
1323,66.6
1324,22.25
1325,36.0
1326,39.0
1327,29.0
1328,66.3
1329,73.66666666666667
1330,64.6
1331,64.6
1332,64.6
1333,40.2
1334,47.2
1335,77.9
1336,79.3
1337,57.156666666666666
1338,86.85311764705878
1339,86.85311764705878
1340,86.85311764705878
1341,86.85311764705878
1342,32.0
1343,14.0
1344,5.5
1345,86.0
1346,74.0
1347,46.0
1348,56.6
1349,89.8
1350,52.0
1351,54.7
1352,34.0
1353,88.875
1354,58.745000000000005
1355,57.9
1356,21.0
1357,117.6
1358,89.0
1359,91.0
1360,45.0
1361,45.0
1362,116.88888888888889
1363,90.71166666666666
1364,30.3
1365,21.55625
1366,21.16842105263158
1367,6.8
1368,16.1
1369,45.0
1370,69.2
1371,82.0
1372,40.0
1373,71.45
1374,40.0
1375,63.5
1376,33.3
1377,45.72857142857142
1378,36.0
1379,20.549999999999997
1380,83.33333333333333
1381,133.0
1382,77.9426
1383,58.0
1384,89.7
1385,86.4
1386,86.4
1387,86.85311764705878
1388,78.0
1389,86.85311764705878
1390,49.0
1391,76.01379310344826
1392,84.15
1393,37.6
1394,61.3
1395,91.7
1396,56.95
1397,20.0
1398,17.0
1399,9.166666666666666
1400,92.775
1401,45.0
1402,25.0
1403,19.633333333333336
1404,29.1
1405,78.40357142857144
1406,70.5
1407,52.0
1408,59.7
1409,82.85
1410,73.15
1411,35.4
1412,27.85
1413,29.0
1414,31.6
1415,90.37500000000001
1416,82.0
1417,91.05
1418,83.10000000000001
1419,109.0
1420,59.20444444444445
1421,30.25
1422,75.63
1423,77.8
1424,59.0
1425,90.3875
1426,91.55
1427,71.685
1428,57.7
1429,58.0
1430,86.0
1431,72.25
1432,89.1
1433,92.0
1434,89.5
1435,26.936666666666667
1436,17.8
1437,81.0
1438,75.0
1439,29.2
1440,15.5
1441,57.0
1442,65.828
1443,83.2
1444,79.5525
1445,57.0
1446,72.9
1447,0.8275000000000001
1448,1.56
1449,0.556
1450,25.0
1451,18.0
1452,21.0
1453,7.316666666666667
1454,7.316666666666667
1455,92.775
1456,72.0
1457,17.5
1458,54.349999999999994
1459,56.163333333333334
1460,20.0
1461,18.1
1462,34.0
1463,68.6
1464,20.3
1465,20.3
1466,52.0
1467,110.0
1468,74.63684210526316
1469,48.0
1470,45.2
1471,46.0
1472,72.5
1473,7.0
1474,56.0
1475,25.8
1476,25.8
1477,48.6
1478,9.556666666666667
1479,12.0
1480,22.266666666666666
1481,31.5
1482,91.02000000000001
1483,89.8
1484,85.5
1485,60.6
1486,64.46666666666667
1487,65.828
1488,71.0
1489,42.4
1490,42.4
1491,75.1
1492,68.8
1493,62.1
1494,42.4
1495,74.8
1496,47.4
1497,90.8
1498,83.6
1499,92.7
1500,88.7
1501,49.0
1502,41.0
1503,76.0
1504,42.9
1505,42.4
1506,53.0
1507,5.7
1508,5.0
1509,84.7
1510,77.71111111111112
1511,132.57999999999998
1512,13.5
1513,95.0
1514,52.00344827586206
1515,84.0
1516,65.0
1517,82.1
1518,71.5
1519,83.0
1520,83.0
1521,68.0
1522,83.6
1523,90.0
1524,81.5
1525,41.0
1526,83.0
1527,77.5
1528,66.7
1529,89.1
1530,80.0
1531,17.5
1532,11.0
1533,22.0
1534,25.5
1535,11.0
1536,34.0
1537,79.36666666666666
1538,72.0
1539,13.5
1540,25.0
1541,81.5
1542,21.2
1543,19.0
1544,17.0
1545,23.0
1546,105.0
1547,121.0
1548,110.0
1549,110.0
1550,94.0
1551,94.0
1552,135.0
1553,92.0
1554,92.0
1555,95.5
1556,95.5
1557,95.5
1558,78.0
1559,83.25
1560,91.56666666666666
1561,45.1
1562,48.0
1563,52.0
1564,25.0
1565,35.0
1566,35.0
1567,35.0
1568,52.00344827586206
1569,126.0
1570,51.75
1571,8.01
1572,26.936666666666667
1573,21.16842105263158
1574,48.45
1575,40.0
1576,78.5
1577,54.3
1578,43.1
1579,43.1
1580,43.1
1581,43.1
1582,18.1
1583,86.85311764705878
1584,86.85311764705878
1585,21.419999999999998
1586,30.82
1587,14.440000000000001
1588,52.00344827586206
1589,24.0
1590,24.0
1591,21.1
1592,87.05
1593,87.0
1594,91.85000000000001
1595,91.55
1596,86.0
1597,74.0
1598,76.5
1599,36.50586206896552
1600,36.50586206896552
1601,22.15
1602,14.440000000000001
1603,19.25
1604,77.5
1605,73.5
1606,80.0
1607,17.0
1608,71.0
1609,89.0
1610,66.3
1611,68.0
1612,89.5
1613,83.0
1614,83.0
1615,37.0
1616,34.31333333333333
1617,25.071428571428573
1618,73.0
1619,31.4
1620,39.833333333333336
1621,84.7
1622,25.0
1623,25.5
1624,82.8
1625,83.66666666666667
1626,90.5
1627,82.65279999999998
1628,57.0
1629,88.50555555555556
1630,18.65
1631,32.0
1632,12.8
1633,93.5
1634,93.5
1635,21.1
1636,16.5
1637,22.564999999999998
1638,32.650000000000006
1639,31.75
1640,18.6
1641,23.4
1642,14.4
1643,10.9
1644,29.3
1645,33.0
1646,70.4
1647,133.6
1648,29.0
1649,85.0
1650,10.0
1651,23.0
1652,64.9
1653,84.0
1654,84.0
1655,84.0
1656,16.0
1657,38.3
1658,70.25
1659,18.0
1660,76.01379310344826
1661,68.6
1662,83.55
1663,82.65279999999998
1664,64.7
1665,45.0
1666,40.0
1667,87.66666666666667
1668,109.0
1669,108.95
1670,120.0
1671,80.0
1672,38.0
1673,103.05
1674,123.5
1675,106.9
1676,119.0
1677,107.5
1678,91.0
1679,82.0
1680,70.0
1681,78.4
1682,41.4875
1683,74.0
1684,126.0
1685,112.0
1686,57.0
1687,70.8
1688,48.0
1689,37.0
1690,37.0
1691,85.4
1692,22.15
1693,107.5
1694,87.05
1695,94.0
1696,18.05
1697,16.925
1698,19.85
1699,31.5
1700,60.564
1701,87.5
1702,80.5
1703,110.0
1704,116.60000000000001
1705,126.15384615384616
1706,22.266666666666666
1707,50.0
1708,58.0
1709,46.0
1710,60.564
1711,38.8
1712,28.3
1713,25.071428571428573
1714,9.03
1715,13.5
1716,17.1
1717,22.25
1718,9.7
1719,26.1
1720,93.7
1721,96.8
1722,26.936666666666667
1723,23.0
1724,25.0
1725,74.35000000000001
1726,23.0
1727,15.0
1728,32.2
1729,8.33
1730,20.0
1731,20.5
1732,59.0
1733,86.0
1734,74.0
1735,4.0
1736,14.6
1737,91.55
1738,15.05
1739,30.0
1740,89.2
1741,78.0
1742,24.9
1743,87.5
1744,19.0
1745,13.0
1746,32.0
1747,29.2
1748,42.0
1749,42.0
1750,91.0
1751,91.0
1752,90.0
1753,6.5
1754,4.46
1755,14.0
1756,9.0
1757,4.46
1758,8.71
1759,74.63684210526316
1760,94.0
1761,94.0
1762,94.0
1763,95.0
1764,8.0
1765,60.0
1766,85.45
1767,31.1
1768,82.65279999999998
1769,10.0
1770,91.0
1771,85.0
1772,68.0
1773,86.55
1774,36.949999999999996
1775,36.949999999999996
1776,26.0
1777,15.5
1778,12.5
1779,31.0
1780,12.5
1781,70.6
1782,70.6
1783,72.4
1784,72.4
1785,29.35
1786,26.9
1787,30.55
1788,97.0
1789,9.9
1790,105.0
1791,113.0
1792,82.1
1793,51.5
1794,50.0
1795,84.3
1796,35.3
1797,78.3
1798,78.0
1799,80.85
1800,13.0
1801,10.9
1802,8.5
1803,0.01
1804,9.6
1805,3.5
1806,2.7
1807,8.0
1808,29.8
1809,84.7
1810,57.156666666666666
1811,28.6
1812,9.6
1813,5.5
1814,92.45
1815,69.3
1816,14.4
1817,12.7
1818,6.4
1819,4.0
1820,45.0
1821,26.0
1822,12.5
1823,84.5
1824,11.5
1825,32.0
1826,32.0
1827,94.0
1828,71.0
1829,65.0
1830,80.5
1831,63.0
1832,38.0
1833,37.75
1834,16.0
1835,16.0
1836,40.38333333333333
1837,40.5
1838,22.0
1839,46.0
1840,60.0
1841,93.1
1842,71.11428571428571
1843,1.1480000000000001
1844,1.367421052631579
1845,70.4
1846,51.0
1847,51.0
1848,90.70894736842105
1849,28.833333333333332
1850,8.01
1851,32.24
1852,21.419999999999998
1853,25.0
1854,48.839999999999996
1855,71.685
1856,76.81666666666668
1857,87.26666666666665
1858,41.271428571428565
1859,28.82
1860,18.95
1861,75.36666666666666
1862,75.36666666666666
1863,33.0
1864,96.0
1865,96.0
1866,106.0
1867,36.50586206896552
1868,35.0
1869,29.9
1870,12.0
1871,16.925
1872,24.0
1873,26.9
1874,85.5
1875,88.0
1876,31.4
1877,41.15
1878,88.5
1879,86.2
1880,41.65
1881,102.4
1882,102.4
1883,88.0
1884,43.0
1885,93.3
1886,89.9
1887,86.5
1888,83.0
1889,5.39
1890,32.475
1891,14.0
1892,39.40625
1893,15.5
1894,14.385714285714286
1895,70.0
1896,74.0
1897,35.3
1898,24.7
1899,24.2
1900,32.5
1901,110.0
1902,77.9426
1903,77.9426
1904,88.6
1905,85.2
1906,85.2
1907,81.0
1908,94.0
1909,23.6
1910,13.6
1911,26.3
1912,4.675
1913,82.0
1914,30.0
1915,32.475
1916,25.0
1917,9.76
1918,17.5
1919,32.2
1920,32.5
1921,32.5
1922,37.0
1923,4.5225
1924,4.5
1925,14.1
1926,10.0
1927,10.0
1928,40.0
1929,35.0
1930,52.5
1931,18.0
1932,4.675
1933,3.1
1934,4.5225
1935,32.5
1936,41.0
1937,41.0
1938,41.0
1939,17.6375
1940,77.83333333333333
1941,21.3
1942,23.6
1943,15.89
1944,21.55625
1945,21.2
1946,21.2
1947,22.0
1948,22.0
1949,8.5
1950,81.5
1951,39.0
1952,9.556666666666667
1953,26.0
1954,4.38
1955,4.38
1956,92.6
1957,9.556666666666667
1958,4.4
1959,19.645000000000003
1960,24.7
1961,3.5825000000000005
1962,8.7
1963,11.533333333333333
